História,contador,ID,Prioridade,Pré-Condição,Cenário,BDD (Gherkin),Status final,Fluxo para Regressão?,Funcionalidade Principal,Funcionalidade secundária,Data de criação,Data de atualização,Status CT,Status da execução WEB,Dispositivo Mobile,Status da execução Mobile,Execução feita via API?,Versão regressão,Ciclo da execução,Automatizado?,Versão_Compilada,Execução Finalizada?,FALSE,Limpar dados da execução,FALSE,Data da automatização
TSF-1783,267,TSF-1783 | CT-267,Média,,"Lead sem contrato com Brand Page Iniciante, pageviews < 4k deve ser marcado como Perdido Automático","Dado que eu tenho os dados para um Lead do tipo ""AutConSemContratoBrandPageInicianteMenor4k""
    Quando eu envio uma requisição PATCH para o upsert do Lead
    Então a resposta da API de upsert deve ser bem-sucedida
    E aguardar o processamento da conversão automática
    E o Lead deve estar marcado como Perdido Automático com submotivo ""Link de compra checkout""
    E o Lead não deve ser convertido e deve estar marcado como Perdido
    E deve existir um EmailMessage vinculado ao Lead
    # NOTA TSF-1705 (2026-01-15): Brand Page Iniciante também valida pageviews (qualquer plano Brand Page)",🛎️ Item com pendência de execução,,02.1 - Leads,,19/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,19/01/2026
TSF-1776,268,TSF-1776 | CT-268,Alta,,"Assinatura Simplificada = ""Sim"" - Todos os critérios atendidos (MRR ≤ 5000, URL, 15 dias)","Dado que existe um Pedido RA ""Teste Simplificado 15 dias"" configurado para Assinatura Simplificada com:
      | Campo | Valor |
      | TipoFormularioPedido__c | URL |
      | Prazo_de_Pagamento__c | 15 dias |
      | Processo_de_COntra__c | Reclame-AQUI Eletrônico |
      | ValorTotalMensalDosProdutos__c | ≤ 5000 |
    E que o Pedido RA possui produto(s) com MRR total ≤ 5000
    Quando o sistema calcula o campo AssinaturaSimplificada__c
    Então o campo AssinaturaSimplificada__c deve ser igual a ""Sim""
    E os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c não devem ser exibidos no layout
    E que o Pedido RA possui formulário de pedido vinculado
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza o formulário de pedido
    E o usuário baixa o PDF do formulário de pedido
    Então o PDF do formulário não deve conter os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,269,TSF-1776 | CT-269,Alta,,"Assinatura Simplificada = ""Sim"" - Todos os critérios atendidos (MRR ≤ 5000, URL, 20 dias)","Dado que existe um Pedido RA ""Teste Simplificado 20 dias"" configurado para Assinatura Simplificada com:
      | Campo | Valor |
      | TipoFormularioPedido__c | URL |
      | Prazo_de_Pagamento__c | 20 dias |
      | Processo_de_COntra__c | Reclame-AQUI Eletrônico |
      | ValorTotalMensalDosProdutos__c | ≤ 5000 |
    E que o Pedido RA possui produto(s) com MRR total ≤ 5000
    Quando o sistema calcula o campo AssinaturaSimplificada__c
    Então o campo AssinaturaSimplificada__c deve ser igual a ""Sim""
    E os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c não devem ser exibidos no layout
    E que o Pedido RA possui formulário de pedido vinculado
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza o formulário de pedido
    E o usuário baixa o PDF do formulário de pedido
    Então o PDF do formulário não deve conter os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaD",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,270,TSF-1776 | CT-270,Alta,,"Assinatura Simplificada = ""Sim"" - Todos os critérios atendidos (MRR ≤ 5000, URL, 30 dias)","Dado que existe um Pedido RA ""Teste Simplificado 30 dias"" configurado para Assinatura Simplificada com:
      | Campo | Valor |
      | TipoFormularioPedido__c | URL |
      | Prazo_de_Pagamento__c | 30 dias |
      | Processo_de_COntra__c | Reclame-AQUI Eletrônico |
      | ValorTotalMensalDosProdutos__c | ≤ 5000 |
    E que o Pedido RA possui produto(s) com MRR total ≤ 5000
    Quando o sistema calcula o campo AssinaturaSimplificada__c
    Então o campo AssinaturaSimplificada__c deve ser igual a ""Sim""
    E os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c não devem ser exibidos no layout
    E que o Pedido RA possui formulário de pedido vinculado
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza o formulário de pedido
    E o usuário baixa o PDF do formulário de pedido
    Então o PDF do formulário não deve conter os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,271,TSF-1776 | CT-271,Alta,,"Assinatura Simplificada = ""Sim"" - Múltiplos produtos com MRR total ≤ 5000","Dado que existe um Pedido RA ""Teste Simplificado Múltiplos Produtos"" configurado para Assinatura Simplificada com:
      | Campo | Valor |
      | TipoFormularioPedido__c | URL |
      | Prazo_de_Pagamento__c | 15 dias |
      | Processo_de_COntra__c | Reclame-AQUI Eletrônico |
    E que o Pedido RA possui múltiplos produtos cujo MRR total é ≤ 5000
    Quando o sistema calcula o campo AssinaturaSimplificada__c
    Então o campo AssinaturaSimplificada__c deve ser igual a ""Sim""
    E o ValorTotalMensalDosProdutos__c deve ser ≤ 5000
    E os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c não devem ser exibidos no layout
    E que o Pedido RA possui formulário de pedido vinculado
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza o formulário de pedido
    E o usuário baixa o PDF do formulário de pedido
    Então o PDF do formulário não deve conter os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,272,TSF-1776 | CT-272,Alta,,"Assinatura Simplificada = ""Não"" - MRR > 5000","Dado que existe um Pedido RA ""Teste Não Simplificado MRR Alto"" configurado com:
      | Campo | Valor |
      | TipoFormularioPedido__c | URL |
      | Prazo_de_Pagamento__c | 15 dias |
      | Processo_de_COntra__c | Reclame-AQUI Eletrônico |
      | ValorTotalMensalDosProdutos__c | > 5000 |
    E que o Pedido RA possui produto(s) com MRR total > 5000
    Quando o sistema calcula o campo AssinaturaSimplificada__c
    Então o campo AssinaturaSimplificada__c deve ser igual a ""Não""
    E os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c devem ser exibidos no layout
    E que o Pedido RA possui formulário de pedido vinculado
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza o formulário de pedido
    E o usuário baixa o PDF do formulário de pedido
    Então o PDF do formulário deve conter os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,273,TSF-1776 | CT-273,Alta,,"Assinatura Simplificada = ""Não"" - TipoFormularioPedido__c diferente de URL","Dado que existe um Pedido RA ""Teste Não Simplificado Tipo Master"" configurado com:
      | Campo | Valor |
      | TipoFormularioPedido__c | Master assinado |
      | Prazo_de_Pagamento__c | 15 dias |
      | Processo_de_COntra__c | Reclame-AQUI Eletrônico |
      | ValorTotalMensalDosProdutos__c | ≤ 5000 |
    E que o Pedido RA possui produto(s) com MRR total ≤ 5000
    Quando o sistema calcula o campo AssinaturaSimplificada__c
    Então o campo AssinaturaSimplificada__c deve ser igual a ""Não""
    E os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c devem ser exibidos no layout
    E que o Pedido RA possui formulário de pedido vinculado
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza o formulário de pedido
    E o usuário baixa o PDF do formulário de pedido
    Então o PDF do formulário deve conter os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,274,TSF-1776 | CT-274,Alta,,"Assinatura Simplificada = ""Não"" - Prazo de Pagamento diferente de 15, 20 ou 30 dias","Dado que existe um Pedido RA ""Teste Não Simplificado Prazo 45 dias"" configurado com:
      | Campo | Valor |
      | TipoFormularioPedido__c | URL |
      | Prazo_de_Pagamento__c | 45 dias |
      | Processo_de_COntra__c | Reclame-AQUI Eletrônico |
      | ValorTotalMensalDosProdutos__c | ≤ 5000 |
    E que o Pedido RA possui produto(s) com MRR total ≤ 5000
    Quando o sistema calcula o campo AssinaturaSimplificada__c
    Então o campo AssinaturaSimplificada__c deve ser igual a ""Não""
    E os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c devem ser exibidos no layout
    E que o Pedido RA possui formulário de pedido vinculado
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza o formulário de pedido
    E o usuário baixa o PDF do formulário de pedido
    Então o PDF do formulário deve conter os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,275,TSF-1776 | CT-275,Alta,,"Assinatura Simplificada = ""Não"" - Processo_de_COntra__c = ""Via Cliente - Eletrônico""","Dado que existe um Pedido RA ""Teste Não Simplificado Processo Via Cliente"" configurado com:
      | Campo | Valor |
      | TipoFormularioPedido__c | URL |
      | Prazo_de_Pagamento__c | 15 dias |
      | Processo_de_COntra__c | Via Cliente - Eletrônico |
      | ValorTotalMensalDosProdutos__c | ≤ 5000 |
    E que o Pedido RA possui produto(s) com MRR total ≤ 5000
    Quando o sistema calcula o campo AssinaturaSimplificada__c
    Então o campo AssinaturaSimplificada__c deve ser igual a ""Não""
    E os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c devem ser exibidos no layout
    E que o Pedido RA possui formulário de pedido vinculado
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza o formulário de pedido
    E o usuário baixa o PDF do formulário de pedido
    Então o PDF do formulário deve conter os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,276,TSF-1776 | CT-276,Alta,,"Validar texto do formulário de pedido para Assinatura Simplificada = ""Sim""","Dado que existe um Pedido RA ""Teste Formulário Simplificado"" com Assinatura Simplificada = ""Sim""
    E que o Pedido RA possui formulário de pedido vinculado
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza o formulário de pedido
    Então o formulário deve conter o texto sobre contratação por meios eletrônicos
    E o formulário deve conter o texto sobre vinculação ao Contrato Master
    E o formulário deve conter o texto sobre eficácia condicionada à chancela pela ÓBVIO
    E as assinaturas disponíveis devem corresponder ao pedido simplificado
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,277,TSF-1776 | CT-277,Alta,,"Validar campos condicionais não exibidos no formulário quando Assinatura Simplificada = ""Sim""","Dado que existe um Pedido RA ""Teste Formulário Simplificado Campos"" com Assinatura Simplificada = ""Sim""
    E que o Pedido RA possui formulário de pedido vinculado
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza o formulário de pedido
    E o usuário baixa o PDF do formulário de pedido
    Então o campo RepresentanteLegal2__c não deve estar visível no formulário
    E o campo Testemunha__c não deve estar visível no formulário
    E o campo TestemunhaDoRA__c não deve estar visível no formulário
    E o PDF do formulário não deve conter os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,278,TSF-1776 | CT-278,Alta,,"Validar campos condicionais exibidos no formulário quando Assinatura Simplificada = ""Não""","Dado que existe um Pedido RA ""Teste Formulário Não Simplificado Campos"" com Assinatura Simplificada = ""Não""
    E que o Pedido RA possui formulário de pedido vinculado
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza o formulário de pedido
    E o usuário baixa o PDF do formulário de pedido
    Então o campo RepresentanteLegal2__c deve estar visível no formulário
    E o campo Testemunha__c deve estar visível no formulário
    E o campo TestemunhaDoRA__c deve estar visível no formulário
    E o PDF do formulário deve conter os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,279,TSF-1776 | CT-279,Alta,,"Validar Assinatura Simplificada no contrato criado - Assinatura Simplificada = ""Sim""","Dado que existe um Pedido RA ""Teste Contrato Simplificado"" com Assinatura Simplificada = ""Sim""
    E que o Pedido RA está no status ""Aceita""
    E que o Pedido RA possui contrato criado no sistema
    Quando o sistema cria o contrato a partir do Pedido RA
    Então o contrato deve refletir que AssinaturaSimplificada__c = ""Sim"" do Pedido RA
    E os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c não devem estar preenchidos no contrato",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,280,TSF-1776 | CT-280,Alta,,"Validar Assinatura Simplificada no contrato criado - Assinatura Simplificada = ""Não""","Dado que existe um Pedido RA ""Teste Contrato Não Simplificado"" com Assinatura Simplificada = ""Não""
    E que o Pedido RA está no status ""Aceita""
    E que o Pedido RA possui contrato criado no sistema
    Quando o sistema cria o contrato a partir do Pedido RA
    Então o contrato deve refletir que AssinaturaSimplificada__c = ""Não"" do Pedido RA
    E os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c devem estar preenchidos no contrato
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,281,TSF-1776 | CT-281,Alta,,"Botão ""DS Simplificado"" deve estar disponível quando condições são atendidas","Dado que existe um Pedido RA ""Teste Botão DS Simplificado"" com Assinatura Simplificada = ""Sim"" e contrato criado no sistema
    E que o usuário acessa a página do Contrato
    Quando o usuário visualiza a página do Contrato
    E o usuário clica no botão ""Marcar Status como concluído"" no Contrato
    Então o botão ""DS Simplificado"" deve estar visível e habilitado
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,282,TSF-1776 | CT-282,Alta,,"Botão ""DS Simplificado"" não deve estar disponível quando Assinatura Simplificada = ""Não""","Dado que existe um Pedido RA ""Teste Botão DS Não Simplificado"" com Assinatura Simplificada = ""Não"" e contrato criado no sistema
    E que o usuário acessa a página do Contrato
    Quando o usuário visualiza a página do Contrato
    E o usuário clica no botão ""Marcar Status como concluído"" no Contrato
    Então o botão ""DS Simplificado"" não deve estar visível
    E o botão ""Docusign."" deve estar visível e habilitado
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,283,TSF-1776 | CT-283,Alta,,"Botão ""DS Simplificado"" não deve estar disponível quando AssinaturaSimplificada__c = ""Não""","Dado que existe um Pedido RA ""Teste Botão DS Não Simplificado"" com Assinatura Simplificada = ""Não""
    E que a Opportunity relacionada tem status ""Validado""
    E que o usuário acessa a página desta ""Opportunity""
    Quando o usuário visualiza a página da Opportunity
    Então o botão ""DS Simplificado"" não deve estar visível
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,284,TSF-1776 | CT-284,Alta,,"Assinatura Simplificada = ""Não"" - Processo_de_COntra__c = ""Via Cliente - Físico""","Dado que existe um Pedido RA ""Teste Não Simplificado Via Cliente Físico"" configurado com:
      | Campo | Valor |
      | TipoFormularioPedido__c | URL |
      | Prazo_de_Pagamento__c | 15 dias |
      | Processo_de_COntra__c | Via Cliente - Físico |
      | ValorTotalMensalDosProdutos__c | ≤ 5000 |
    E que o Pedido RA possui produto(s) com MRR total ≤ 5000
    Quando o sistema calcula o campo AssinaturaSimplificada__c
    Então o campo AssinaturaSimplificada__c deve ser igual a ""Não""
    E os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c devem ser exibidos no layout
    E que o Pedido RA possui formulário de pedido vinculado
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza o formulário de pedido
    E o usuário baixa o PDF do formulário de pedido
    Então o PDF do formulário deve conter os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,285,TSF-1776 | CT-285,Alta,,"Assinatura Simplificada = ""Não"" - Processo_de_COntra__c = ""Formalização Prévia às Assinaturas""","Dado que existe um Pedido RA ""Teste Não Simplificado Formalização Prévia"" configurado com:
      | Campo | Valor |
      | TipoFormularioPedido__c | URL |
      | Prazo_de_Pagamento__c | 15 dias |
      | Processo_de_COntra__c | Formalização Prévia às Assinaturas |
      | ValorTotalMensalDosProdutos__c | ≤ 5000 |
    E que o Pedido RA possui produto(s) com MRR total ≤ 5000
    Quando o sistema calcula o campo AssinaturaSimplificada__c
    Então o campo AssinaturaSimplificada__c deve ser igual a ""Não""
    E os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c devem ser exibidos no layout
    E que o Pedido RA possui formulário de pedido vinculado
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza o formulário de pedido
    E o usuário baixa o PDF do formulário de pedido
    Então o PDF do formulário deve conter os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,286,TSF-1776 | CT-286,Média,,"Assinatura Simplificada = ""Não"" - Apenas MRR > 5000 falha (outros critérios OK)","Dado que existe um Pedido RA ""Teste Combinação MRR Alto"" configurado com:
      | Campo | Valor |
      | TipoFormularioPedido__c | URL |
      | Prazo_de_Pagamento__c | 15 dias |
      | Processo_de_COntra__c | Reclame-AQUI Eletrônico |
      | ValorTotalMensalDosProdutos__c | > 5000 |
    E que o Pedido RA possui produto(s) com MRR total > 5000
    Quando o sistema calcula o campo AssinaturaSimplificada__c
    Então o campo AssinaturaSimplificada__c deve ser igual a ""Não""
    E os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c devem ser exibidos no layout
    E que o Pedido RA possui formulário de pedido vinculado
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza o formulário de pedido
    E o usuário baixa o PDF do formulário de pedido
    Então o PDF do formulário deve conter os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,287,TSF-1776 | CT-287,Média,,"Assinatura Simplificada = ""Não"" - Apenas TipoFormularioPedido diferente de URL falha (outros critérios OK)","  Dado que existe um Pedido RA ""Teste Combinação Tipo Master"" configurado com:
      | Campo | Valor |
      | TipoFormularioPedido__c | Master assinado |
      | Prazo_de_Pagamento__c | 15 dias |
      | Processo_de_COntra__c | Reclame-AQUI Eletrônico |
      | ValorTotalMensalDosProdutos__c | ≤ 5000 |
    E que o Pedido RA possui produto(s) com MRR total ≤ 5000
    Quando o sistema calcula o campo AssinaturaSimplificada__c
    Então o campo AssinaturaSimplificada__c deve ser igual a ""Não""
    E os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c devem ser exibidos no layout
    E que o Pedido RA possui formulário de pedido vinculado
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza o formulário de pedido
    E o usuário baixa o PDF do formulário de pedido
    Então o PDF do formulário deve conter os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,288,TSF-1776 | CT-288,Média,,"Assinatura Simplificada = ""Não"" - Apenas Prazo diferente de 15/20/30 dias falha (outros critérios OK)","Dado que existe um Pedido RA ""Teste Combinação Prazo 60 dias"" configurado com:
      | Campo | Valor |
      | TipoFormularioPedido__c | URL |
      | Prazo_de_Pagamento__c | 60 dias |
      | Processo_de_COntra__c | Reclame-AQUI Eletrônico |
      | ValorTotalMensalDosProdutos__c | ≤ 5000 |
    E que o Pedido RA possui produto(s) com MRR total ≤ 5000
    Quando o sistema calcula o campo AssinaturaSimplificada__c
    Então o campo AssinaturaSimplificada__c deve ser igual a ""Não""
    E os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c devem ser exibidos no layout
    E que o Pedido RA possui formulário de pedido vinculado
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza o formulário de pedido
    E o usuário baixa o PDF do formulário de pedido
    Então o PDF do formulário deve conter os campos RepresentanteLegal2__c, Testemunha__c e TestemunhaDoRA__c
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,289,TSF-1776 | CT-289,Alta,,"Campo AssinaturaSimplificada__c deve estar visível no layout do Quote com valor ""Sim""","Dado que existe um Pedido RA ""Teste Campo Exibido Sim"" com Assinatura Simplificada = ""Sim""
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza a página de detalhes do Pedido RA
    E o usuário navega para a aba ""Detalhes""
    Então o campo AssinaturaSimplificada__c deve estar visível no layout
    E o campo AssinaturaSimplificada__c deve exibir o valor ""Sim""
    E o campo AssinaturaSimplificada__c não deve estar editável",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,290,TSF-1776 | CT-290,Alta,,"Campo AssinaturaSimplificada__c deve estar visível no layout do Quote com valor ""Não""","Dado que existe um Pedido RA ""Teste Campo Exibido Não"" com Assinatura Simplificada = ""Não""
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza a página de detalhes do Pedido RA
    E o usuário navega para a aba ""Detalhes""
    Então o campo AssinaturaSimplificada__c deve estar visível no layout
    E o campo AssinaturaSimplificada__c deve exibir o valor ""Não""
    E o campo AssinaturaSimplificada__c não deve estar editável

  # ",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1776,291,TSF-1776 | CT-291,Alta,,"Validar texto completo do formulário de pedido para Assinatura Simplificada = ""Sim""","Dado que existe um Pedido RA ""Teste Formulário Texto Completo"" com Assinatura Simplificada = ""Sim""
    E que o Pedido RA possui formulário de pedido vinculado
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário visualiza o formulário de pedido
    Então o formulário deve conter o texto ""Este Formulário de Pedido é celebrado entre Óbvio Brasil Software e Serviços S.A.""
    E o formulário deve conter o texto ""substituindo qualquer outro anteriormente celebrado""
    E o formulário deve conter o texto ""Contrato Master de Licença de Software e Outras Avenças registrado sob nº 2.101.008""
    E o formulário deve conter o texto ""disponível no link https://www.obviobrasil.com.br/contrato-master""
    E o formulário deve conter o texto ""Art. 10 da MP nº 2.200/2001""
    E o formulário deve conter o texto ""eficácia e validade do presente Formulário de Pedido estão condicionadas à chancela pela ÓBVIO""
    E o formulário deve conter o texto ""assinaturas dos representantes legais no Contrato Master se estendem e conferem validade a este Formulário de Pedido""
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1794,292,TSF-1794 | CT-292,Alta,,"Classificação automática como ""Desqualificado"" (Bad Fit) - Motivos que indicam perfil inadequado","Dado que um Lead ""<tipo>"" foi criado via API
    Quando eu fecho o Lead como perdido com motivo ""<motivo>"" e submotivo ""<submotivo>""
    Então o status do Lead no Salesforce é ""Fechado – Não convertido""
    E o campo Motivo_nao_convertido__c é ""<motivo>""
    E o campo SubmotivoPerda__c é ""<submotivo>""
    E o campo Qualificacao__c é automaticamente atualizado para ""Desqualificado""

    Exemplos:
      | tipo                          | motivo                        | submotivo                    |
      | qualificado inbound           | Relacionamento com Reclame AQUI | Atrito com Reclame AQUI    |
      | qualificado outbound          | Relacionamento com Reclame AQUI | Atrito com Reclame AQUI    |
      | qualificado inbound           | Motivo interno RA             | Blocklist                    |
      | qualificado outbound          | Motivo interno RA             | Blocklist                    |
",🛎️ Item com pendência de execução,,02.1 - Leads,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
TSF-1794,293,TSF-1794 | CT-293,Alta,,"Classificação automática como ""Desqualificado"" (Bad Fit) - Com complemento obrigatório","Dado que um Lead ""<tipo>"" foi criado via API
    Quando eu fecho o Lead como perdido com motivo ""<motivo>"", submotivo ""<submotivo>"" e complemento ""<complemento>""
    Então o status do Lead no Salesforce é ""Fechado – Não convertido""
    E o campo Motivo_nao_convertido__c é ""<motivo>""
    E o campo SubmotivoPerda__c é ""<submotivo>""
    E o campo ComplementoSubmotivoPerda__c é ""<complemento>""
    E o campo Qualificacao__c é automaticamente atualizado para ""Desqualificado""

    Exemplos:
      | tipo                          | motivo                        | submotivo                    | complemento                        |
      | qualificado inbound           | Critérios de elegibilidade    | Critérios de contratação     | RA Reviews - não é e-commerce     |
      | qualificado outbound          | Critérios de elegibilidade    | Critérios de contratação     | RA Reviews - não é e-commerce     |
      | qualificado inbound           | Critérios de elegibilidade    | Critérios de contratação     | Regra de negócio / pirataria       |
      | qualificado outbound          | Critérios de elegibilidade    | Critérios de contratação     | Regra de negócio / pirataria       |
",🛎️ Item com pendência de execução,,02.1 - Leads,,20/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,20/01/2026
